FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,wkb_geometry
cykelstativ.102,1994,0110,Amagerbro Torv,0,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726598.231145403 6174496.29298179)
cykelstativ.103,1995,0110,Amagerbro Torv,0,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726602.22146928 6174491.09492096)
cykelstativ.104,1881,0112,Amagerfælledvej,0,Amager Vest,Smedemodel,Tæt på facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,,,Indmålt med GPS,2001-07-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (726041.193068902 6174277.9327599)
cykelstativ.105,1985,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728515.330305191 6174323.25966716)
cykelstativ.106,2717,0120,Amager Strandvej,0,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (728525.64549184 6174303.65042139)
cykelstativ.107,2718,0120,Amager Strandvej,0,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,14,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (728531.9277642961 6174295.12290348)
cykelstativ.108,2719,0120,Amager Strandvej,0,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,12,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (728541.865388426 6174274.44088921)
cykelstativ.109,2724,0120,Amager Strandvej,0,Amager Øst,NO,På fortov,Enkeltsidet,Vinkelret,5,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (728750.6708677061 6173939.13594331)
cykelstativ.110,2725,0120,Amager Strandvej,0,Amager Øst,NO,På fortov,Enkeltsidet,Vinkelret,8,Ikke registreret,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (729051.710969416 6173192.3578933)
cykelstativ.111,7239,0120,Amager Strandvej,,Bispebjerg,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (729103.156374151 6173010.584175147)
cykelstativ.112,2055,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728747.657129587 6173946.96272242)
cykelstativ.113,2056,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728750.526716943 6173942.49194148)
cykelstativ.114,2057,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728754.016564899 6173937.05178324)
cykelstativ.115,2058,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Dobbeltsidet,Vinkelret,64,Ikke registreret,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728756.9271080721 6173933.29127336)
cykelstativ.116,2059,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Dobbeltsidet,Vinkelret,64,Ikke registreret,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728759.474960335 6173928.54104399)
cykelstativ.117,2060,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728762.1858647381 6173923.80904218)
cykelstativ.118,2061,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728767.817122532 6173914.90571875)
cykelstativ.119,2062,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Dobbeltsidet,Vinkelret,64,Ikke registreret,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728770.234318441 6173911.29933013)
cykelstativ.120,2063,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728773.04429183 6173907.09990258)
cykelstativ.121,1986,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728517.359250366 6174319.55315004)
cykelstativ.122,1987,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728523.1562666161 6174309.25401447)
cykelstativ.123,1988,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,,,Digitaliseret manuelt,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728529.520840515 6174299.65464372)
cykelstativ.124,1989,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728535.1804302591 6174288.53200456)
cykelstativ.125,1990,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (728539.5240218521 6174279.77515548)
cykelstativ.126,4784,0128,Amaliegade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (725979.2096234531 6177003.1786849)
cykelstativ.127,7265,0128,Amaliegade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,14,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (725764.5852222409 6176513.782594164)
cykelstativ.128,7264,0128,Amaliegade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,14,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (725775.3867208213 6176509.528906663)
cykelstativ.129,7560,0128,Amaliegade,,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,30,Ikke registreret,,,Digitaliseret manuelt,2017-10-13T08:58:44.182,2018-08-09T11:04:28.195,17,Pulje,,,2,POINT (726059.5833380314 6177206.807048715)
cykelstativ.130,7438,0138,Amerikakaj,,Østerbro,NO,På fortov,Dobbeltsidet,Vinkelret,24,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.506,2018-08-09T11:04:28.195,,,,,2,POINT (725919.6285074612 6178239.122065993)
cykelstativ.131,7460,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,15,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725857.2867262254 6178433.6854682155)
cykelstativ.132,7459,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,12,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725844.8591162405 6178442.445914598)
cykelstativ.133,7457,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725827.9494174086 6178405.978009888)
cykelstativ.134,7456,0139,Amerika Plads,,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,18,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725798.6121085917 6178376.43696976)
cykelstativ.135,7455,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,10,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725798.4083772805 6178379.4929394275)
cykelstativ.136,7453,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,6,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725819.8001649593 6178461.392926544)
cykelstativ.137,7454,0139,Amerika Plads,,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,12,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725795.9636015457 6178383.5675656535)
cykelstativ.138,7452,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,30,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725838.9509082148 6178479.321281931)
cykelstativ.139,7451,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,10,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725823.2635972501 6178472.394417349)
cykelstativ.140,7467,0139,Amerika Plads,,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,8,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725871.3441867001 6178338.542945872)
cykelstativ.141,7466,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,58,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725878.8822452155 6178484.6182960225)
cykelstativ.142,7465,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,58,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725874.8076189909 6178453.854868026)
cykelstativ.143,7464,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,22,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725881.5307522616 6178416.164575449)
cykelstativ.144,7462,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,30,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725865.4359786746 6178388.0496545)
cykelstativ.145,7463,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,46,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725861.5650837612 6178356.675032571)
cykelstativ.146,7461,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,15,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725846.2852354192 6178359.93473355)
cykelstativ.147,7450,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,15,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725851.5822495109 6178478.913819308)
cykelstativ.148,7446,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725849.3412050874 6178509.677247304)
cykelstativ.149,7449,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,10,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725826.3195669185 6178488.285459625)
cykelstativ.150,7448,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,21,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725788.0180804078 6178500.916800921)
cykelstativ.151,7447,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,6,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725831.0053870769 6178499.490681742)
cykelstativ.152,7445,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,30,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725886.565 6178502.99)
cykelstativ.153,7444,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,30,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725895.1807501138 6178552.053360039)
cykelstativ.154,7443,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,15,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725838.5434455923 6178557.14664282)
cykelstativ.155,7442,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,16,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725810.4285246428 6178586.280220326)
cykelstativ.156,7441,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,26,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725779.8688279586 6178591.577234417)
cykelstativ.157,7458,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,34,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725848.9337424651 6178417.590694628)
cykelstativ.158,7440,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,12,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725779.8688279586 6178588.928727372)
cykelstativ.159,7439,0139,Amerika Plads,,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725861.9725463836 6178586.280220325)
cykelstativ.160,7469,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,30,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725811.0397185765 6178326.319067198)
cykelstativ.161,7468,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,15,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (725831.0053870769 6178354.84145077)
cykelstativ.162,7181,0140,Amerikavej,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (722695.6691808932 6175032.185006255)
cykelstativ.163,7180,0140,Amerikavej,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,7,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (722748.2428465508 6174951.317149594)
cykelstativ.164,7179,0140,Amerikavej,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,5,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (722676.7426612566 6175075.391000587)
cykelstativ.165,7178,0140,Amerikavej,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,15,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (722687.4485713542 6175076.729239345)
cykelstativ.166,4401,0140,Amerikavej,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722689.2775795 6175045.84465652)
cykelstativ.167,4400,0140,Amerikavej,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,6,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722712.4418284291 6174998.6642272)
cykelstativ.168,4399,0140,Amerikavej,0,Vesterbro-Kongens Enghave,NO,På fortovsudvidelse,Dobbeltsidet,Vinkelret,12,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (722708.775312157 6175006.78280115)
cykelstativ.169,6885,0148,H.C. Andersens Boulevard,,Indre By,NO,På fortov,Enkeltsidet,Vinkelret,18,Ikke registreret,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,POINT (724569.0273689636 6175544.077346501)
cykelstativ.170,6059,0148,H.C. Andersens Boulevard,,Indre By,Bycykelstativ,Ikke registreret,Ikke registreret,Ikke registreret,26,Ikke registreret,,,Digitaliseret manuelt,2016-07-18T13:29:36.33,2018-08-09T11:04:28.195,,,,,2,POINT (724159.6041515633 6175257.618904761)
cykelstativ.171,7754,0148,H.C. Andersens Boulevard,,Indre By,Noli,På fortov,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,,,Digitaliseret manuelt,2018-07-06T12:36:40.574,2018-08-09T11:04:28.195,,fase2,,,2,POINT (724602.5507692309 6175573.263076924)
cykelstativ.172,6287,0148,H.C. Andersens Boulevard,0,Indre By,Andet,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,12,Ikke registreret, ,,Ikke registreret,2017-01-23T12:01:43.927,2018-08-09T11:04:28.195,,,,,2,
cykelstativ.173,776,0148,H.C. Andersens Boulevard,0,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,30,Ikke registreret, ,,Ikke registreret,2001-07-29T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (724414.005668512 6175663.36481417)
cykelstativ.174,6486,0148,H.C. Andersens Boulevard,0,Indre By,Andet,Tæt på facade,Enkeltsidet,Ikke registreret,8,Ikke registreret, ,,Digitaliseret manuelt,2017-01-31T15:18:54.361,2018-08-09T11:04:28.195,,,,,2,POINT (724833.2983297568 6175330.265246936)
cykelstativ.175,11,0148,H.C. Andersens Boulevard,0,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,15,Ikke registreret, ,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,2,
cykelstativ.176,2174,0148,H.C. Andersens Boulevard,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (724764.03736112 6175386.33452168)
cykelstativ.177,2171,0148,H.C. Andersens Boulevard,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (724759.114075454 6175389.70643669)
cykelstativ.178,2170,0148,H.C. Andersens Boulevard,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (724756.896923609 6175391.54595333)
cykelstativ.179,2183,0148,H.C. Andersens Boulevard,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (724778.447861018 6175374.32893401)
cykelstativ.180,7151,0148,H.C. Andersens Boulevard,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (724541.8173475548 6175621.368517431)
cykelstativ.181,6852,0148,H.C. Andersens Boulevard,,Indre By,Noli,På fortov,Enkeltsidet,Skråt 45 grader,12,Ikke registreret,,,Digitaliseret manuelt,2017-02-10T16:40:10.074,2018-08-09T11:04:28.195,2013,fase1,,Bedre Cykelparkering,2,POINT (724172.7943416263 6176032.819537994)
cykelstativ.182,5900,0148,H.C. Andersens Boulevard,0,Indre By,Bycykelstativ,På fortov,Enkeltsidet,Vinkelret,26,Ikke registreret,,,Digitaliseret manuelt,2015-08-26T13:59:58.188,2018-08-09T11:04:28.195,,,,,2,POINT (724557.1418801559 6175553.1456116075)
cykelstativ.183,7161,0148,H.C. Andersens Boulevard,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,20,Ikke registreret,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (724562.6556368517 6175604.544944409)
cykelstativ.184,2185,0148,H.C. Andersens Boulevard,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (724779.858318909 6175373.16740929)
cykelstativ.185,2182,0148,H.C. Andersens Boulevard,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (724776.73401479 6175375.78198551)
cykelstativ.186,2176,0148,H.C. Andersens Boulevard,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (724770.178576538 6175381.4999648)
cykelstativ.187,2179,0148,H.C. Andersens Boulevard,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,3,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (724773.504960215 6175378.69164397)
cykelstativ.188,2178,0148,H.C. Andersens Boulevard,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret, ,,Ikke registreret,,2018-08-09T11:04:28.195,,,,,2,POINT (724772.4013854411 6175379.36360864)
